#Entry	Entry name	Length	Organism
Q9BZR8	B2L14_HUMAN	327	Homo sapiens (Human)
Q5E9L4	B2L14_BOVIN	326	Bos taurus (Bovine)
Q9CPT0	B2L14_MOUSE	328	Mus musculus (Mouse)
O10296	IAP1_NPVOP	275	Orgyia pseudotsugata multicapsid polyhedrosis virus (OpMNPV)
P41435	IAP1_NPVAC	286	Autographa californica nuclear polyhedrosis virus (AcMNPV)
P47732	VF193_IIV6	208	Invertebrate iridescent virus 6 (IIV-6) (Chilo iridescent virus)
Q5R644	API5_PONAB	504	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9BZZ5	API5_HUMAN	524	Homo sapiens (Human)
O35841	API5_MOUSE	504	Mus musculus (Mouse)
Q5ZMW3	API5_CHICK	523	Gallus gallus (Chicken)
Q9V431	API5_DROME	536	Drosophila melanogaster (Fruit fly)
Q54CL0	API5_DICDI	606	Dictyostelium discoideum (Slime mold)
Q6DDM4	API5A_XENLA	524	Xenopus laevis (African clawed frog)
Q7ZY79	API5B_XENLA	523	Xenopus laevis (African clawed frog)
Q6Z6S1	API5_ORYSJ	537	Oryza sativa subsp. japonica (Rice)
P41436	IAP_GVCPM	275	Cydia pomonella granulosis virus (isolate Mexico/1963) (CpGV) (Cydia pomonella granulovirus)
O69622	API1_MYCTU	84	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
O69623	API2_MYCTU	125	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
Q69554	UL38_HHV6U	389	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)
Q9WT45	UL38_HHV6Z	389	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)
P16779	UL38_HCMVA	331	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
F5HG98	UL38_HCMVM	331	Human cytomegalovirus (strain Merlin) (HHV-5) (Human herpesvirus 5)
P0CK58	BALF1_EBVB9	220	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)
P0CK59	BALF1_EBVG	220	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)
Q63690	BAX_RAT	192	Rattus norvegicus (Rat)
Q07812	BAX_HUMAN	192	Homo sapiens (Human)
O02703	BAX_BOVIN	192	Bos taurus (Bovine)
Q07813	BAX_MOUSE	192	Mus musculus (Mouse)
P10415	BCL2_HUMAN	239	Homo sapiens (Human)
P49950	BCL2_RAT	236	Rattus norvegicus (Rat)
Q6R755	BCL2_CANLF	236	Canis lupus familiaris (Dog) (Canis familiaris)
Q9JJV8	BCL2_CRIGR	236	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)
O02718	BCL2_BOVIN	229	Bos taurus (Bovine)
Q00709	BCL2_CHICK	233	Gallus gallus (Chicken)
P10417	BCL2_MOUSE	236	Mus musculus (Mouse)
Q07818	ARBH_ASFE4	179	African swine fever virus (strain E-70 MS44) (ASFV)
Q07819	ARBH_ASFM2	179	African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983) (ASFV)
P0C8H6	ARBH_ASFWA	179	African swine fever virus (isolate Warthog/Namibia/Wart80/1980) (ASFV)
P0C8H4	ARBH_ASFK5	179	African swine fever virus (isolate Pig/Kenya/KEN-50/1950) (ASFV)
F5HGJ3	ARBH_HHV8P	175	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)
P42485	ARBH_ASFB7	179	African swine fever virus (strain Badajoz 1971 Vero-adapted) (Ba71V) (ASFV)
P0C8H5	ARBH_ASFP4	179	African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996) (ASFV)
P03182	EAR_EBVB9	191	Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)
P0C736	EAR_EBVG	191	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)
P0C6Z1	EAR_EBVA8	191	Epstein-Barr virus (strain AG876) (HHV-4) (Human herpesvirus 4)
P41957	CED9_CAEBR	266	Caenorhabditis briggsae
P41958	CED9_CAEEL	280	Caenorhabditis elegans
Q91827	AR1_XENLA	228	Xenopus laevis (African clawed frog)
Q91828	AR11_XENLA	204	Xenopus laevis (African clawed frog)
O54926	SIVA_MOUSE	175	Mus musculus (Mouse)
P59692	SIVA_RAT	177	Rattus norvegicus (Rat)
O15304	SIVA_HUMAN	175	Homo sapiens (Human)
Q8HXK9	ASC_BOVIN	195	Bos taurus (Bovine)
Q9ULZ3	ASC_HUMAN	195	Homo sapiens (Human)
Q9I9N6	ASC_DANRE	203	Danio rerio (Zebrafish) (Brachydanio rerio)
Q9EPB4	ASC_MOUSE	193	Mus musculus (Mouse)
Q8WTP8	AEN_HUMAN	325	Homo sapiens (Human)
Q5REE2	AEN_PONAB	325	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
B2GUW6	AEN_RAT	332	Rattus norvegicus (Rat)
Q9CZI9	AEN_MOUSE	336	Mus musculus (Mouse)
Q10499	AIF1_SCHPO	611	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
P52923	AIF1_YEAST	378	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q9Z0X1	AIFM1_MOUSE	612	Mus musculus (Mouse)
Q9GRX6	AIFM1_DICDI	532	Dictyostelium discoideum (Slime mold)
O95831	AIFM1_HUMAN	613	Homo sapiens (Human)
Q9JM53	AIFM1_RAT	612	Rattus norvegicus (Rat)
B4F6I3	AIFM2_XENTR	374	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
A5PJM4	AIFM2_BOVIN	373	Bos taurus (Bovine)
Q6GLW8	AIFM2_XENLA	374	Xenopus laevis (African clawed frog)
Q9BRQ8	AIFM2_HUMAN	373	Homo sapiens (Human)
Q8BUE4	AIFM2_MOUSE	373	Mus musculus (Mouse)
B5FXE5	AIFM2_TAEGU	373	Taeniopygia guttata (Zebra finch) (Poephila guttata)
Q3TY86	AIFM3_MOUSE	605	Mus musculus (Mouse)
Q96NN9	AIFM3_HUMAN	605	Homo sapiens (Human)
Q54NS9	AIFA_DICDI	408	Dictyostelium discoideum (Slime mold)
Q54NS8	AIFB_DICDI	387	Dictyostelium discoideum (Slime mold)
P34552	ALXA_CAEEL	882	Caenorhabditis elegans
Q8CHG5	AREL1_MOUSE	823	Mus musculus (Mouse)
O15033	AREL1_HUMAN	823	Homo sapiens (Human)
Q96KQ4	ASPP1_HUMAN	1090	Homo sapiens (Human)
Q62415	ASPP1_MOUSE	1087	Mus musculus (Mouse)
Q8CG79	ASPP2_MOUSE	1128	Mus musculus (Mouse)
Q13625	ASPP2_HUMAN	1128	Homo sapiens (Human)
Q9JIX8	ACINU_MOUSE	1338	Mus musculus (Mouse)
Q9UKV3	ACINU_HUMAN	1341	Homo sapiens (Human)
Q9XVN3	IASPP_CAEEL	769	Caenorhabditis elegans
Q9GL23	APAF_CANLF	50	Canis lupus familiaris (Dog) (Canis familiaris)
O14727	APAF_HUMAN	1248	Homo sapiens (Human)
Q9EPV5	APAF_RAT	1249	Rattus norvegicus (Rat)
O88879	APAF_MOUSE	1249	Mus musculus (Mouse)
Q9I9H8	APAF_DANRE	1261	Danio rerio (Zebrafish) (Brachydanio rerio)
F1LQ70	LOX12_RAT	663	Rattus norvegicus (Rat)
P83572	ARALA_ARAEL	25	Aralia elata (Japanese angelica tree)
P83573	ARALB_ARAEL	26	Aralia elata (Japanese angelica tree)
Q3UHD9	AGAP2_MOUSE	1186	Mus musculus (Mouse)
Q99490	AGAP2_HUMAN	1192	Homo sapiens (Human)
Q8CGU4	AGAP2_RAT	1186	Rattus norvegicus (Rat)
Q96P48	ARAP1_HUMAN	1450	Homo sapiens (Human)
P0C0B3	ARCA_STRPY	411	Streptococcus pyogenes
P58827	ARCA_STRPG	411	Streptococcus pyogenes serotype M5 (strain Manfredo)
Q9P2R6	RERE_HUMAN	1566	Homo sapiens (Human)
Q8N2F6	ARM10_HUMAN	343	Homo sapiens (Human)
W7MS01	FUB3_GIBM7	510	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)
A0A0D2YG09	FUB3_FUSO4	542	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)
S0DVT6	FUB3_GIBF5	510	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)
Q9SV77	UND_ARATH	389	Arabidopsis thaliana (Mouse-ear cress)
Q5BEK1	AFOA_EMENI	666	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
Q5BEJ4	AFOG_EMENI	2527	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
Q9Z297	PEA15_CRIGR	130	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)
Q15121	PEA15_HUMAN	130	Homo sapiens (Human)
Q5R529	PEA15_PONAB	130	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q62048	PEA15_MOUSE	130	Mus musculus (Mouse)
Q5U318	PEA15_RAT	130	Rattus norvegicus (Rat)
Q61137	ASTN1_MOUSE	1302	Mus musculus (Mouse)
Q9S7C9	AHL27_ARATH	311	Arabidopsis thaliana (Mouse-ear cress)
O43313	ATMIN_HUMAN	823	Homo sapiens (Human)
Q96QE3	ATAD5_HUMAN	1844	Homo sapiens (Human)
Q4QY64	ATAD5_MOUSE	1826	Mus musculus (Mouse)
B5X0E4	ABCB5_MOUSE	1255	Mus musculus (Mouse)
Q9V3C0	DDX41_DROME	619	Drosophila melanogaster (Fruit fly)
Q95YF3	CGH1_CAEEL	430	Caenorhabditis elegans
Q62167	DDX3X_MOUSE	662	Mus musculus (Mouse)
O00571	DDX3X_HUMAN	662	Homo sapiens (Human)
Q86XP3	DDX42_HUMAN	938	Homo sapiens (Human)
Q5R7D1	DDX42_PONAB	942	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q810A7	DDX42_MOUSE	929	Mus musculus (Mouse)
A4IG62	SUV3_DANRE	763	Danio rerio (Zebrafish) (Brachydanio rerio)
Q5ZJT0	SUV3_CHICK	794	Gallus gallus (Chicken)
Q8IYB8	SUV3_HUMAN	786	Homo sapiens (Human)
Q5EBA1	SUV3_RAT	776	Rattus norvegicus (Rat)
Q80YD1	SUV3_MOUSE	779	Mus musculus (Mouse)
B7STY1	ATRA_TAPPA	957	Tapinella panuoides (Oyster rollrim mushroom) (Paxillus panuoides)
P54259	ATN1_HUMAN	1190	Homo sapiens (Human)
P25106	ACKR3_HUMAN	362	Homo sapiens (Human)
O89039	ACKR3_RAT	362	Rattus norvegicus (Rat)
P11613	ACKR3_CANLF	362	Canis lupus familiaris (Dog) (Canis familiaris)
P56485	ACKR3_MOUSE	362	Mus musculus (Mouse)
P77432	LSRK_ECOLI	530	Escherichia coli (strain K12)
Q9H1Y0	ATG5_HUMAN	275	Homo sapiens (Human)
Q99J83	ATG5_MOUSE	275	Mus musculus (Mouse)
Q3MQ24	ATG5_BOVIN	275	Bos taurus (Bovine)
Q5R792	ATG5_PONAB	275	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q3MQ04	ATG5_PIG	275	Sus scrofa (Pig)
Q3MQ06	ATG5_RAT	275	Rattus norvegicus (Rat)
O15169	AXIN1_HUMAN	862	Homo sapiens (Human)
O35625	AXIN1_MOUSE	863	Mus musculus (Mouse)
O70239	AXIN1_RAT	827	Rattus norvegicus (Rat)
Q13075	BIRC1_HUMAN	1403	Homo sapiens (Human)
Q9QWK5	BIR1A_MOUSE	1403	Mus musculus (Mouse)
Q9QUK4	BIR1B_MOUSE	1447	Mus musculus (Mouse)
Q9R016	BIR1E_MOUSE	1403	Mus musculus (Mouse)
Q9JIB6	BIR1F_MOUSE	1403	Mus musculus (Mouse)
Q9JIB3	BIR1G_MOUSE	1402	Mus musculus (Mouse)
Q13490	BIRC2_HUMAN	618	Homo sapiens (Human)
Q62210	BIRC2_MOUSE	612	Mus musculus (Mouse)
A1E2V0	BIRC3_CANLF	604	Canis lupus familiaris (Dog) (Canis familiaris)
Q13489	BIRC3_HUMAN	604	Homo sapiens (Human)
O08863	BIRC3_MOUSE	600	Mus musculus (Mouse)
Q6J1J1	BIRC5_BOVIN	142	Bos taurus (Bovine)
O15392	BIRC5_HUMAN	142	Homo sapiens (Human)
Q5RAH9	BIRC5_PONAB	142	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9GLN5	BIRC5_PIG	142	Sus scrofa (Pig)
Q8I009	BIRC5_CANLF	142	Canis lupus familiaris (Dog) (Canis familiaris)
Q9JHY7	BIRC5_RAT	142	Rattus norvegicus (Rat)
Q6I6F4	BIRC5_FELCA	142	Felis catus (Cat) (Felis silvestris catus)
O70201	BIRC5_MOUSE	140	Mus musculus (Mouse)
Q8JGN5	BI51A_XENLA	160	Xenopus laevis (African clawed frog)
Q4R1J6	BI51B_XENLA	160	Xenopus laevis (African clawed frog)
Q50L39	BI52A_XENLA	157	Xenopus laevis (African clawed frog)
Q804H7	BI52B_XENLA	157	Xenopus laevis (African clawed frog)
O88738	BIRC6_MOUSE	4882	Mus musculus (Mouse)
Q9NR09	BIRC6_HUMAN	4857	Homo sapiens (Human)
Q96CA5	BIRC7_HUMAN	298	Homo sapiens (Human)
A9JTP3	BIRC7_XENTR	365	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
A2AWP0	BIRC7_MOUSE	285	Mus musculus (Mouse)
Q8JHV9	BIR7A_XENLA	401	Xenopus laevis (African clawed frog)
A9ULZ2	BIR7B_XENLA	345	Xenopus laevis (African clawed frog)
Q95M72	BIRC8_PANTR	236	Pan troglodytes (Chimpanzee)
Q95M71	BIRC8_GORGO	236	Gorilla gorilla gorilla (Western lowland gorilla)
Q96P09	BIRC8_HUMAN	236	Homo sapiens (Human)
Q99933	BAG1_HUMAN	345	Homo sapiens (Human)
Q60739	BAG1_MOUSE	355	Mus musculus (Mouse)
B0K019	BAG1_RAT	358	Rattus norvegicus (Rat)
Q9JLV1	BAG3_MOUSE	577	Mus musculus (Mouse)
O95817	BAG3_HUMAN	575	Homo sapiens (Human)
O82345	BAG6_ARATH	1043	Arabidopsis thaliana (Mouse-ear cress)
Q9LVA0	BAG7_ARATH	446	Arabidopsis thaliana (Mouse-ear cress)
Q9WV92	E41L3_MOUSE	929	Mus musculus (Mouse)
Q9Y2J2	E41L3_HUMAN	1087	Homo sapiens (Human)
U3KRG0	LECB1_CRATA	165	Crateva tapia (Garlic-pear tree) (Crataeva tapia)
C0HJA4	LECB2_CRATA	165	Crateva tapia (Garlic-pear tree) (Crataeva tapia)
Q0V882	BI1_BOVIN	236	Bos taurus (Bovine)
Q5R7R1	BI1_PONAB	237	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9VSH3	BI1_DROME	245	Drosophila melanogaster (Fruit fly)
Q9MBD8	BI1_ORYSJ	249	Oryza sativa subsp. japonica (Rice)
Q66RM2	BI1_PIG	237	Sus scrofa (Pig)
P55062	BI1_RAT	237	Rattus norvegicus (Rat)
Q9D2C7	BI1_MOUSE	237	Mus musculus (Mouse)
O74888	BXI1_SCHPO	266	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
P48558	BXI1_YEAST	297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
Q9LD45	BI1_ARATH	247	Arabidopsis thaliana (Mouse-ear cress)
P55061	BI1_HUMAN	237	Homo sapiens (Human)
P11912	CD79A_HUMAN	226	Homo sapiens (Human)
P40259	CD79B_HUMAN	229	Homo sapiens (Human)
Q921K9	BCL7B_MOUSE	202	Mus musculus (Mouse)
Q9BQE9	BCL7B_HUMAN	202	Homo sapiens (Human)
Q3T0A6	BCL7B_BOVIN	202	Bos taurus (Bovine)
Q8WUZ0	BCL7C_HUMAN	217	Homo sapiens (Human)
O08664	BCL7C_MOUSE	217	Mus musculus (Mouse)
Q9YGC1	BLNK_CHICK	552	Gallus gallus (Chicken)
Q4KM52	BLNK_RAT	457	Rattus norvegicus (Rat)
Q9QUN3	BLNK_MOUSE	457	Mus musculus (Mouse)
Q8WV28	BLNK_HUMAN	456	Homo sapiens (Human)
P41182	BCL6_HUMAN	706	Homo sapiens (Human)
P41183	BCL6_MOUSE	707	Mus musculus (Mouse)
Q5ZM39	BCL6_CHICK	708	Gallus gallus (Chicken)
Q9QYN5	BCL10_RAT	233	Rattus norvegicus (Rat)
O95999	BCL10_HUMAN	233	Homo sapiens (Human)
Q9Z0H7	BCL10_MOUSE	233	Mus musculus (Mouse)
Q32KL9	BAP29_BOVIN	240	Bos taurus (Bovine)
Q61334	BAP29_MOUSE	240	Mus musculus (Mouse)
Q5R9U7	BAP29_PONAB	241	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q9UHQ4	BAP29_HUMAN	241	Homo sapiens (Human)
Q5R8H3	BAP31_PONAB	246	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q61335	BAP31_MOUSE	245	Mus musculus (Mouse)
P51572	BAP31_HUMAN	246	Homo sapiens (Human)
O08734	BAK_MOUSE	209	Mus musculus (Mouse)
Q16611	BAK_HUMAN	211	Homo sapiens (Human)
Q12982	BNIP2_HUMAN	314	Homo sapiens (Human)
O54940	BNIP2_MOUSE	326	Mus musculus (Mouse)
Q12983	BNIP3_HUMAN	194	Homo sapiens (Human)
O55003	BNIP3_MOUSE	187	Mus musculus (Mouse)
Q32KN2	BNIP3_BOVIN	196	Bos taurus (Bovine)
O60238	BNI3L_HUMAN	219	Homo sapiens (Human)
Q3T013	BNI3L_BOVIN	219	Bos taurus (Bovine)
Q9Z2F7	BNI3L_MOUSE	218	Mus musculus (Mouse)
Q7Z465	BNIPL_HUMAN	357	Homo sapiens (Human)
Q99JU7	BNIPL_MOUSE	328	Mus musculus (Mouse)
Q92934	BAD_HUMAN	168	Homo sapiens (Human)
Q61337	BAD_MOUSE	204	Mus musculus (Mouse)
O35147	BAD_RAT	205	Rattus norvegicus (Rat)
Q96PG8	BBC3B_HUMAN	261	Homo sapiens (Human)
Q80ZG6	BBC3_RAT	193	Rattus norvegicus (Rat)
Q9BXH1	BBC3_HUMAN	193	Homo sapiens (Human)
Q99ML1	BBC3_MOUSE	193	Mus musculus (Mouse)
Q13323	BIK_HUMAN	160	Homo sapiens (Human)
O70337	BIK_MOUSE	150	Mus musculus (Mouse)
Q01001	VG16_SHV21	160	Saimiriine herpesvirus 2 (strain 11) (SaHV-2) (Herpesvirus saimiri)
Q64373	B2CL1_MOUSE	233	Mus musculus (Mouse)
Q07816	B2CL1_CHICK	229	Gallus gallus (Chicken)
Q07817	B2CL1_HUMAN	233	Homo sapiens (Human)
O77737	B2CL1_PIG	233	Sus scrofa (Pig)
P53563	B2CL1_RAT	233	Rattus norvegicus (Rat)
Q9Z0F3	B2L10_MOUSE	191	Mus musculus (Mouse)
Q99M66	B2L10_RAT	185	Rattus norvegicus (Rat)
Q9HD36	B2L10_HUMAN	194	Homo sapiens (Human)
O54918	B2L11_MOUSE	196	Mus musculus (Mouse)
O88498	B2L11_RAT	196	Rattus norvegicus (Rat)
O43521	B2L11_HUMAN	198	Homo sapiens (Human)
Q9HB09	B2L12_HUMAN	334	Homo sapiens (Human)
P59017	B2L13_MOUSE	434	Mus musculus (Mouse)
Q9BXK5	B2L13_HUMAN	485	Homo sapiens (Human)
Q0II48	B2L15_BOVIN	162	Bos taurus (Bovine)
Q5TBC7	B2L15_HUMAN	163	Homo sapiens (Human)
Q45T69	B2CL2_CANLF	193	Canis lupus familiaris (Dog) (Canis familiaris)
Q92843	B2CL2_HUMAN	193	Homo sapiens (Human)
P70345	B2CL2_MOUSE	193	Mus musculus (Mouse)
Q1RMX3	B2CL2_BOVIN	193	Bos taurus (Bovine)
Q9J5G4	V039_FOWPN	175	Fowlpox virus (strain NVSL) (FPV)
Q8K589	BMF_RAT	185	Rattus norvegicus (Rat)
Q91ZE9	BMF_MOUSE	185	Mus musculus (Mouse)
Q96LC9	BMF_HUMAN	184	Homo sapiens (Human)
Q792S6	BOK_RAT	213	Rattus norvegicus (Rat)
O35425	BOK_MOUSE	213	Mus musculus (Mouse)
Q9I8I2	BOK_CHICK	213	Gallus gallus (Chicken)
Q9UMX3	BOK_HUMAN	212	Homo sapiens (Human)
Q6DC66	BOKA_DANRE	221	Danio rerio (Zebrafish) (Brachydanio rerio)
Q7T381	BOKB_DANRE	211	Danio rerio (Zebrafish) (Brachydanio rerio)
Q3C2I0	B2LA1_BOVIN	175	Bos taurus (Bovine)
Q07440	B2LA1_MOUSE	172	Mus musculus (Mouse)
Q16548	B2LA1_HUMAN	175	Homo sapiens (Human)
Q09242	BCL7_CAEEL	146	Caenorhabditis elegans
Q63604	NTRK2_RAT	821	Rattus norvegicus (Rat)
Q91987	NTRK2_CHICK	818	Gallus gallus (Chicken)
P15209	NTRK2_MOUSE	821	Mus musculus (Mouse)
Q16620	NTRK2_HUMAN	822	Homo sapiens (Human)
Q22592	BECN_CAEEL	375	Caenorhabditis elegans
Q91XJ1	BECN1_RAT	448	Rattus norvegicus (Rat)
Q4A1L3	BECN1_XENTR	445	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q5R878	BECN1_PONAB	450	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
O88597	BECN1_MOUSE	448	Mus musculus (Mouse)
Q4A1L4	BECN1_BOVIN	448	Bos taurus (Bovine)
Q14457	BECN1_HUMAN	450	Homo sapiens (Human)
Q6GP52	BECN1_XENLA	445	Xenopus laevis (African clawed frog)
Q5ZKS6	BECN1_CHICK	447	Gallus gallus (Chicken)
Q4A1L5	BECN1_PIG	448	Sus scrofa (Pig)
P0CC11	BENG_HETBN	20	Heterometrus bengalensis (Indian black scorpion)
P14599	A4_DROME	887	Drosophila melanogaster (Fruit fly)
Q8BWG8	ARRB1_MOUSE	418	Mus musculus (Mouse)
P17870	ARRB1_BOVIN	418	Bos taurus (Bovine)
P49407	ARRB1_HUMAN	418	Homo sapiens (Human)
Q95223	ARRB1_RABIT	410	Oryctolagus cuniculus (Rabbit)
Q4R562	ARRB1_MACFA	410	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
P29066	ARRB1_RAT	418	Rattus norvegicus (Rat)
Q91YI4	ARRB2_MOUSE	410	Mus musculus (Mouse)
Q5RCR4	ARRB2_PONAB	409	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
P29067	ARRB2_RAT	410	Rattus norvegicus (Rat)
P32120	ARRB2_BOVIN	420	Bos taurus (Bovine)
P32121	ARRB2_HUMAN	409	Homo sapiens (Human)
Q9CWL8	CTBL1_MOUSE	563	Mus musculus (Mouse)
Q8WYA6	CTBL1_HUMAN	563	Homo sapiens (Human)
O62703	CTBL1_BOVIN	563	Bos taurus (Bovine)
Q4V8K2	CTBL1_RAT	563	Rattus norvegicus (Rat)
Q4JHS0	BID_PIG	192	Sus scrofa (Pig)
Q8JGM8	BID_CHICK	193	Gallus gallus (Chicken)
Q9JLT6	BID_RAT	196	Rattus norvegicus (Rat)
P70444	BID_MOUSE	195	Mus musculus (Mouse)
P55957	BID_HUMAN	195	Homo sapiens (Human)
Q8IZY5	BLID_HUMAN	108	Homo sapiens (Human)
Q8R079	BFAR_MOUSE	450	Mus musculus (Mouse)
Q9NZS9	BFAR_HUMAN	450	Homo sapiens (Human)
Q5PQN2	BFAR_RAT	450	Rattus norvegicus (Rat)
Q9ERI5	JMJD6_MOUSE	403	Mus musculus (Mouse)
Q6Q4H1	JMJD6_HYDVU	385	Hydra vulgaris (Hydra) (Hydra attenuata)
Q9CWG9	BL1S2_MOUSE	143	Mus musculus (Mouse)
Q1KZG4	FHIT_BOVIN	149	Bos taurus (Bovine)
P49789	FHIT_HUMAN	147	Homo sapiens (Human)
Q9JIX3	FHIT_RAT	150	Rattus norvegicus (Rat)
Q86KK2	FHIT_DICDI	149	Dictyostelium discoideum (Slime mold)
O89106	FHIT_MOUSE	150	Mus musculus (Mouse)
P62954	BLCAP_BOVIN	87	Bos taurus (Bovine)
Q5R692	BLCAP_PONAB	87	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
P62953	BLCAP_FELCA	87	Felis catus (Cat) (Felis silvestris catus)
P62952	BLCAP_HUMAN	87	Homo sapiens (Human)
Q4G2S9	BLCAP_DIDVI	87	Didelphis virginiana (North American opossum) (Didelphis marsupialis virginiana)
Q4R504	BLCAP_MACFA	87	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)
P62951	BLCAP_MOUSE	87	Mus musculus (Mouse)
P62950	BLCAP_RAT	87	Rattus norvegicus (Rat)
A8XPY4	BNIP3_CAEBR	220	Caenorhabditis briggsae
P34821	BMP8A_MOUSE	399	Mus musculus (Mouse)
Q13873	BMPR2_HUMAN	1038	Homo sapiens (Human)
Q9VLD6	BOREA_DROME	315	Drosophila melanogaster (Fruit fly)
Q8WN69	BRE_CHLAE	383	Chlorocebus aethiops (Green monkey) (Cercopithecus aethiops)
Q9NXR7	BRE_HUMAN	383	Homo sapiens (Human)
B6NXD5	BRE_BRAFL	383	Branchiostoma floridae (Florida lancelet) (Amphioxus)
Q6GPL9	BRE_XENLA	384	Xenopus laevis (African clawed frog)
A6QQW8	BRE_BOVIN	383	Bos taurus (Bovine)
Q5REX9	BRE_PONAB	383	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
Q6DJ78	BRE_XENTR	383	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
Q6P7Q1	BRE_RAT	383	Rattus norvegicus (Rat)
Q568D5	BRE_DANRE	386	Danio rerio (Zebrafish) (Brachydanio rerio)
Q6SP92	BRE_MESAU	383	Mesocricetus auratus (Golden hamster)
Q8WN70	BRE_SAGOE	383	Saguinus oedipus (Cotton-top tamarin)
Q5ZML0	BRE_CHICK	383	Gallus gallus (Chicken)
Q8K3W0	BRE_MOUSE	383	Mus musculus (Mouse)
O70445	BARD1_MOUSE	765	Mus musculus (Mouse)
Q9QZH2	BARD1_RAT	768	Rattus norvegicus (Rat)
Q99728	BARD1_HUMAN	777	Homo sapiens (Human)
Q9HCU9	BRMS1_HUMAN	246	Homo sapiens (Human)
Q5M7T3	BRMS1_RAT	246	Rattus norvegicus (Rat)
Q1LZE0	BRMS1_BOVIN	246	Bos taurus (Bovine)
Q99N20	BRMS1_MOUSE	246	Mus musculus (Mouse)
P38398	BRCA1_HUMAN	1863	Homo sapiens (Human)
Q6J6I8	BRCA1_GORGO	1863	Gorilla gorilla gorilla (Western lowland gorilla)
P48754	BRCA1_MOUSE	1812	Mus musculus (Mouse)
Q9GKK8	BRCA1_PANTR	1863	Pan troglodytes (Chimpanzee)
O54952	BRCA1_RAT	1817	Rattus norvegicus (Rat)
Q864U1	BRCA1_BOVIN	1849	Bos taurus (Bovine)
Q6J6I9	BRCA1_MACMU	1863	Macaca mulatta (Rhesus macaque)
Q6J6J0	BRCA1_PONPY	1863	Pongo pygmaeus (Bornean orangutan)
Q95153	BRCA1_CANLF	1878	Canis lupus familiaris (Dog) (Canis familiaris)
Q6P4W0	F175B_XENTR	390	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
A6QLR3	F175B_BOVIN	409	Bos taurus (Bovine)
Q3TCJ1	F175B_MOUSE	415	Mus musculus (Mouse)
Q15018	F175B_HUMAN	415	Homo sapiens (Human)
